provider_state,drg_definition,drg_definition
NC,682 - RENAL FAILURE W MCC,74
PA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,74
TX,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,74
NY,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,74
IN,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,74
MI,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,74
PA,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",74
NC,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,74
IN,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,74
OH,300 - PERIPHERAL VASCULAR DISORDERS W CC,74
AL,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,74
MI,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,73
NY,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",73
TX,602 - CELLULITIS W MCC,73
VA,292 - HEART FAILURE & SHOCK W CC,73
NY,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,73
AL,603 - CELLULITIS W/O MCC,73
CA,176 - PULMONARY EMBOLISM W/O MCC,73
GA,682 - RENAL FAILURE W MCC,73
VA,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,73
VA,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,73
CA,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,73
FL,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,73
TX,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,73
IN,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,72
VA,291 - HEART FAILURE & SHOCK W MCC,72
FL,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,72
NC,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,72
IL,202 - BRONCHITIS & ASTHMA W CC/MCC,72
FL,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,72
TX,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",72
FL,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,72
OH,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,72
NC,812 - RED BLOOD CELL DISORDERS W/O MCC,72
IL,390 - G.I. OBSTRUCTION W/O CC/MCC,72
VA,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,72
TX,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,72
MO,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,72
OH,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,72
IN,603 - CELLULITIS W/O MCC,72
VA,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",72
MI,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,71
TX,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,71
PA,390 - G.I. OBSTRUCTION W/O CC/MCC,71
MI,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,71
MO,292 - HEART FAILURE & SHOCK W CC,71
GA,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,71
FL,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,71
VA,194 - SIMPLE PNEUMONIA & PLEURISY W CC,71
VA,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,71
MI,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",70
MO,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",70
OH,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",70
OH,389 - G.I. OBSTRUCTION W CC,70
VA,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",70
MO,603 - CELLULITIS W/O MCC,70
MO,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",70
IN,291 - HEART FAILURE & SHOCK W MCC,70
OK,194 - SIMPLE PNEUMONIA & PLEURISY W CC,70
VA,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,70
OH,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",70
IN,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,70
MI,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,70
CA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,70
VA,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,70
TX,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,70
CA,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,70
TX,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,70
NC,313 - CHEST PAIN,70
FL,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,70
TX,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,70
FL,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,69
OH,101 - SEIZURES W/O MCC,69
GA,313 - CHEST PAIN,69
GA,312 - SYNCOPE & COLLAPSE,69
IL,811 - RED BLOOD CELL DISORDERS W MCC,69
FL,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,69
VA,603 - CELLULITIS W/O MCC,69
TX,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,69
VA,378 - G.I. HEMORRHAGE W CC,69
NC,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,69
CA,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,69
CA,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",69
CA,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,69
MI,069 - TRANSIENT ISCHEMIA,69
TX,684 - RENAL FAILURE W/O CC/MCC,69
NC,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,69
MO,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,68
CA,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,68
AL,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,68
GA,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,68
IL,305 - HYPERTENSION W/O MCC,68
TN,812 - RED BLOOD CELL DISORDERS W/O MCC,68
MO,291 - HEART FAILURE & SHOCK W MCC,68
OK,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",68
PA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,68
TN,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,68
PA,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,68
IN,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,68
TN,683 - RENAL FAILURE W CC,68
IL,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,68
FL,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",68
MI,313 - CHEST PAIN,67
VA,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,67
IN,293 - HEART FAILURE & SHOCK W/O CC/MCC,67
VA,683 - RENAL FAILURE W CC,67
AL,293 - HEART FAILURE & SHOCK W/O CC/MCC,67
LA,292 - HEART FAILURE & SHOCK W CC,67
NC,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,67
NC,312 - SYNCOPE & COLLAPSE,67
CA,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,67
MI,812 - RED BLOOD CELL DISORDERS W/O MCC,67
LA,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,67
TN,293 - HEART FAILURE & SHOCK W/O CC/MCC,67
IN,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,67
TX,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,67
CA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,67
PA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,67
MO,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,67
FL,473 - CERVICAL SPINAL FUSION W/O CC/MCC,67
FL,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,67
GA,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,66
OK,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",66
NY,252 - OTHER VASCULAR PROCEDURES W MCC,66
PA,379 - G.I. HEMORRHAGE W/O CC/MCC,66
NC,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,66
OH,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,66
LA,194 - SIMPLE PNEUMONIA & PLEURISY W CC,66
IL,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,66
IL,253 - OTHER VASCULAR PROCEDURES W CC,66
TX,536 - FRACTURES OF HIP & PELVIS W/O MCC,66
GA,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,66
AL,812 - RED BLOOD CELL DISORDERS W/O MCC,66
CA,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",66
VA,293 - HEART FAILURE & SHOCK W/O CC/MCC,66
LA,293 - HEART FAILURE & SHOCK W/O CC/MCC,66
KY,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,65
MO,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,65
KY,292 - HEART FAILURE & SHOCK W CC,65
MI,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,65
PA,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,65
NC,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,65
LA,603 - CELLULITIS W/O MCC,65
TX,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,65
KY,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",65
IL,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,65
PA,176 - PULMONARY EMBOLISM W/O MCC,65
TN,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,65
VA,312 - SYNCOPE & COLLAPSE,65
IN,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,65
KY,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,65
MI,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,65
LA,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",65
NY,203 - BRONCHITIS & ASTHMA W/O CC/MCC,65
LA,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",65
MO,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,65
OH,379 - G.I. HEMORRHAGE W/O CC/MCC,65
VA,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,64
NJ,291 - HEART FAILURE & SHOCK W MCC,64
IN,378 - G.I. HEMORRHAGE W CC,64
NY,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,64
GA,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,64
IL,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,64
VA,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,64
NJ,194 - SIMPLE PNEUMONIA & PLEURISY W CC,64
KY,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",64
NC,638 - DIABETES W CC,64
IN,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,64
OH,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,64
MI,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,64
KY,194 - SIMPLE PNEUMONIA & PLEURISY W CC,64
VA,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,64
VA,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,64
NY,684 - RENAL FAILURE W/O CC/MCC,64
MO,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,64
NJ,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,64
KY,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,64
MI,682 - RENAL FAILURE W MCC,64
TN,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,63
NC,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",63
NJ,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",63
TX,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,63
OK,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,63
KY,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,63
NJ,312 - SYNCOPE & COLLAPSE,63
MO,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,63
PA,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,63
OH,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",63
OH,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,63
CA,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",63
NC,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,63
GA,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,63
IN,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,63
IN,683 - RENAL FAILURE W CC,63
NJ,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,63
OH,176 - PULMONARY EMBOLISM W/O MCC,63
NJ,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",63
NC,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,63
AL,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,63
NC,069 - TRANSIENT ISCHEMIA,63
IN,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,63
WI,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,63
IN,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,63
MO,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,63
NJ,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,63
NJ,292 - HEART FAILURE & SHOCK W CC,63
NJ,293 - HEART FAILURE & SHOCK W/O CC/MCC,63
PA,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",63
VA,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,63
WI,292 - HEART FAILURE & SHOCK W CC,62
FL,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,62
CA,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,62
LA,812 - RED BLOOD CELL DISORDERS W/O MCC,62
CA,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,62
VA,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,62
CA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,62
CA,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,62
OH,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,62
GA,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,62
VA,313 - CHEST PAIN,62
NJ,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,62
NJ,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,62
NJ,603 - CELLULITIS W/O MCC,62
TN,378 - G.I. HEMORRHAGE W CC,62
TX,203 - BRONCHITIS & ASTHMA W/O CC/MCC,62
WI,194 - SIMPLE PNEUMONIA & PLEURISY W CC,62
FL,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,62
PA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,62
TX,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,62
LA,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,62
NJ,683 - RENAL FAILURE W CC,62
AL,291 - HEART FAILURE & SHOCK W MCC,62
PA,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,61
NJ,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,61
NJ,378 - G.I. HEMORRHAGE W CC,61
KY,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,61
NY,176 - PULMONARY EMBOLISM W/O MCC,61
NJ,313 - CHEST PAIN,61
WI,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",61
NY,253 - OTHER VASCULAR PROCEDURES W CC,61
NJ,812 - RED BLOOD CELL DISORDERS W/O MCC,61
PA,303 - ATHEROSCLEROSIS W/O MCC,61
CA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,61
NJ,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,61
TN,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,61
PA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,61
MI,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,61
TN,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,61
NJ,069 - TRANSIENT ISCHEMIA,61
NJ,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,60
NJ,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",60
NJ,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,60
MO,378 - G.I. HEMORRHAGE W CC,60
WI,378 - G.I. HEMORRHAGE W CC,60
NJ,552 - MEDICAL BACK PROBLEMS W/O MCC,60
PA,253 - OTHER VASCULAR PROCEDURES W CC,60
MI,389 - G.I. OBSTRUCTION W CC,60
VA,069 - TRANSIENT ISCHEMIA,60
WI,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,60
PA,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",60
LA,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,60
OH,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,60
NJ,682 - RENAL FAILURE W MCC,60
IN,312 - SYNCOPE & COLLAPSE,60
IL,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,60
NJ,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,60
MO,293 - HEART FAILURE & SHOCK W/O CC/MCC,60
KY,291 - HEART FAILURE & SHOCK W MCC,59
NY,602 - CELLULITIS W MCC,59
OK,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,59
CA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,59
OH,202 - BRONCHITIS & ASTHMA W CC/MCC,59
MO,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,59
KY,293 - HEART FAILURE & SHOCK W/O CC/MCC,59
MI,390 - G.I. OBSTRUCTION W/O CC/MCC,59
NJ,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,59
MI,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,59
LA,291 - HEART FAILURE & SHOCK W MCC,59
LA,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,59
PA,149 - DYSEQUILIBRIUM,59
IL,536 - FRACTURES OF HIP & PELVIS W/O MCC,59
NJ,638 - DIABETES W CC,59
NJ,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,59
WI,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,59
MI,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,59
CA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,59
PA,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,59
VA,682 - RENAL FAILURE W MCC,59
GA,638 - DIABETES W CC,59
GA,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",59
VA,812 - RED BLOOD CELL DISORDERS W/O MCC,59
WI,603 - CELLULITIS W/O MCC,59
MO,812 - RED BLOOD CELL DISORDERS W/O MCC,59
GA,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,59
MI,638 - DIABETES W CC,59
MO,683 - RENAL FAILURE W CC,59
MA,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",58
IL,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,58
NJ,300 - PERIPHERAL VASCULAR DISORDERS W CC,58
MO,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,58
OH,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,58
NJ,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,58
MI,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",58
OH,253 - OTHER VASCULAR PROCEDURES W CC,58
CA,473 - CERVICAL SPINAL FUSION W/O CC/MCC,58
MO,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,58
TN,313 - CHEST PAIN,58
MS,194 - SIMPLE PNEUMONIA & PLEURISY W CC,58
IL,252 - OTHER VASCULAR PROCEDURES W MCC,58
MI,552 - MEDICAL BACK PROBLEMS W/O MCC,58
NJ,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,58
IL,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,58
OK,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,58
NJ,377 - G.I. HEMORRHAGE W MCC,58
KY,603 - CELLULITIS W/O MCC,58
CA,149 - DYSEQUILIBRIUM,58
MI,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,58
NJ,101 - SEIZURES W/O MCC,58
MA,683 - RENAL FAILURE W CC,57
OK,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,57
NC,389 - G.I. OBSTRUCTION W CC,57
VA,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,57
MA,603 - CELLULITIS W/O MCC,57
NC,176 - PULMONARY EMBOLISM W/O MCC,57
AL,378 - G.I. HEMORRHAGE W CC,57
GA,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",57
MA,194 - SIMPLE PNEUMONIA & PLEURISY W CC,57
MI,948 - SIGNS & SYMPTOMS W/O MCC,57
MS,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,57
AL,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,57
NJ,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,57
MI,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,57
OK,292 - HEART FAILURE & SHOCK W CC,57
MA,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",57
MA,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,57
TX,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,57
MI,101 - SEIZURES W/O MCC,57
TN,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,57
MI,300 - PERIPHERAL VASCULAR DISORDERS W CC,57
MO,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,57
NJ,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",56
MA,292 - HEART FAILURE & SHOCK W CC,56
NY,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,56
MI,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,56
NY,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,56
PA,536 - FRACTURES OF HIP & PELVIS W/O MCC,56
OH,149 - DYSEQUILIBRIUM,56
NC,377 - G.I. HEMORRHAGE W MCC,56
TX,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",56
WI,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",56
VA,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,56
VA,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,56
IL,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,56
MA,378 - G.I. HEMORRHAGE W CC,56
WI,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,56
AL,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,56
MA,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,56
NJ,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,56
PA,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,56
NJ,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,56
IL,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,56
TN,682 - RENAL FAILURE W MCC,56
TN,312 - SYNCOPE & COLLAPSE,56
MA,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,56
MA,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,56
KY,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,56
GA,069 - TRANSIENT ISCHEMIA,56
MI,377 - G.I. HEMORRHAGE W MCC,56
MA,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,55
NJ,303 - ATHEROSCLEROSIS W/O MCC,55
KY,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,55
PA,252 - OTHER VASCULAR PROCEDURES W MCC,55
FL,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,55
